0	12558.02227
0.36036	12581.63296
0.72072	12605.20062
1.08108	12628.72427
1.44144	12652.20291
1.8018	12675.63555
2.16216	12699.02118
2.52252	12722.35883
2.88288	12745.64751
3.24324	12768.88622
3.6036	12792.07399
3.96396	12815.20983
4.32432	12838.29277
4.68468	12861.32182
5.04505	12884.29601
5.40541	12907.21438
5.76577	12930.07594
6	12944.90504
6.12613	12952.87973
6.48649	12975.62479
6.84685	12998.31015
7.20721	13020.93486
7.56757	13043.49795
7.92793	13065.99847
8.28829	13088.43547
8.64865	13110.80799
9.00901	13133.11509
9.36937	13155.35584
9.72973	13177.52927
10.09009	13199.63446
10.45045	13221.67047
10.81081	13243.63637
11.17117	13265.53122
11.53153	13287.3541
11.89189	13309.10409
12	13315.61474
12.25225	13330.78027
12.61261	13352.38171
12.97297	13373.90751
13.33333	13395.35675
13.69369	13416.72852
14.05405	13438.02193
14.41441	13459.23606
14.77477	13480.37002
15.13514	13501.42291
15.4955	13522.39385
15.85586	13543.28195
16.21622	13564.08632
16.57658	13584.80608
16.93694	13605.44035
17.2973	13625.98826
17.65766	13646.44895
18	13665.80501
18.01802	13666.82153
18.37838	13687.10517
18.73874	13707.29898
19.0991	13727.40212
19.45946	13747.41374
19.81982	13767.33299
20.18018	13787.15903
20.54054	13806.89101
20.9009	13826.52811
21.26126	13846.06949
21.62162	13865.51432
21.98198	13884.86178
22.34234	13904.11105
22.7027	13923.26132
23.06306	13942.31178
23.42342	13961.26161
23.78378	13980.11002
24	13991.37006
24.14414	13998.85622
24.5045	14017.49939
24.86486	14036.03877
25.22523	14054.47355
25.58559	14072.80297
25.94595	14091.02624
26.30631	14109.1426
26.66667	14127.15127
27.02703	14145.05149
27.38739	14162.84252
27.74775	14180.52358
28.10811	14198.09395
28.46847	14215.55286
28.82883	14232.89958
29.18919	14250.13339
29.54955	14267.25354
29.90991	14284.25931
30	14288.4928
30.27027	14301.14999
30.63063	14317.92486
30.99099	14334.5832
31.35135	14351.12432
31.71171	14367.54751
32.07207	14383.85208
32.43243	14400.03733
32.79279	14416.10259
33.15315	14432.04717
33.51351	14447.87039
33.87387	14463.5716
34.23423	14479.15011
34.59459	14494.60528
34.95495	14509.93645
35.31532	14525.14297
35.67568	14540.22419
36	14553.68964
36.03604	14555.17948
36.3964	14570.00821
36.75676	14584.70974
37.11712	14599.28345
37.47748	14613.72874
37.83784	14628.04498
38.1982	14642.23156
38.55856	14656.2879
38.91892	14670.21339
39.27928	14684.00745
39.63964	14697.66949
40	14711.19893
40.36036	14724.59519
40.72072	14737.85772
41.08108	14750.98596
41.44144	14763.97933
41.8018	14776.83731
42	14783.85128
42.16216	14789.55933
42.52252	14802.14486
42.88288	14814.59338
43.24324	14826.90434
43.6036	14839.07724
43.96396	14851.11155
44.32432	14863.00677
44.68468	14874.7624
45.04505	14886.37793
45.40541	14897.85287
45.76577	14909.18674
46.12613	14920.37905
46.48649	14931.42934
46.84685	14942.33714
47.20721	14953.10198
47.56757	14963.72341
47.92793	14974.20098
48	14976.27919
48.28829	14984.53425
48.64865	14994.72277
49.00901	15004.76612
49.36937	15014.66387
49.72973	15024.41561
50.09009	15034.02091
50.45045	15043.47938
50.81081	15052.79061
51.17117	15061.95421
51.53153	15070.96979
51.89189	15079.83697
52.25225	15088.55537
52.61261	15097.12462
52.97297	15105.54437
53.33333	15113.81426
53.69369	15121.93392
54	15128.71728
54.05405	15129.90303
54.41441	15137.72125
54.77477	15145.38824
55.13514	15152.90367
55.4955	15160.26724
55.85586	15167.47862
